url,ville,ville_slug,type
https://www.perpignan.fr,Perpignan,perpignan,mairie
https://www.perpignantourisme.com,Perpignan,perpignan,office-tourisme
https://www.pau-pyrenees.com,Pau,pau,office-tourisme
https://www.rouen.fr,Rouen,rouen,mairie
https://www.lille.fr,Lille,lille,mairie
https://www.lilletourism.com,Lille,lille,office-tourisme
https://www.nancy.fr,Nancy,nancy,mairie
https://www.nancy-tourisme.fr,Nancy,nancy,office-tourisme
https://www.metz.fr,Metz,metz,mairie
https://www.tourisme-metz.com,Metz,metz,office-tourisme
https://www.amiens.fr,Amiens,amiens,mairie
https://www.amiens-tourisme.com,Amiens,amiens,office-tourisme
https://www.ville-beziers.fr,Béziers,beziers,mairie
https://www.dax.fr,Dax,dax,mairie
https://www.saint-raphael.fr,Saint-Raphaël,saint-raphael,mairie
https://www.montdemarsan.fr,Mont-de-Marsan,mont-de-marsan,mairie
https://www.ville-saintes.fr,Saintes,saintes,mairie
https://www.ville-castres.fr,Castres,castres,mairie
https://www.mairie-albi.fr,Albi,albi,mairie
https://www.mairie-vannes.fr,Vannes,vannes,mairie
https://www.annemasse-agglo.fr,Annemasse,annemasse,mairie
https://www.mairie-sarreguemines.fr,Sarreguemines,sarreguemines,mairie
https://www.mairie-draguignan.fr,Draguignan,draguignan,mairie
https://www.ville-sens.fr,Sens,sens,mairie
https://www.saint-jean-de-luz.com,Saint-Jean-de-Luz,saint-jean-de-luz,mairie
https://www.cherbourg.fr,Cherbourg-en-Cotentin,cherbourg-en-cotentin,mairie
https://www.ville-bourges.fr,Bourges,bourges,mairie
https://www.laval.fr,Laval,laval,mairie
https://www.hyeres.fr,Hyères,hyeres,mairie
https://www.ville-saint-malo.fr,Saint-Malo,saint-malo,mairie
https://www.thonon.fr,Thonon-les-Bains,thonon-les-bains,mairie
https://www.ville-grasse.fr,Grasse,grasse,mairie
https://www.douai.fr,Douai,douai,mairie
https://www.antibes.fr,Antibes,antibes,mairie
https://www.lorient.fr,Lorient,lorient,mairie
https://www.ville-dunkerque.fr,Dunkerque,dunkerque,mairie
https://www.alencon.fr,Alençon,alencon,mairie
https://www.ville-saumur.fr,Saumur,saumur,mairie
https://www.perigueux.fr,Périgueux,perigueux,mairie
https://www.mairie-compiegne.fr,Compiègne,compiegne,mairie
https://www.ales.fr,Alès,ales,mairie
https://www.ville-manosque.fr,Manosque,manosque,mairie
https://www.ville-roubaix.fr,Roubaix,roubaix,mairie
https://www.barleduc.fr,Bar-le-Duc,bar-le-duc,mairie
https://www.saint-brieuc.fr,Saint-Brieuc,saint-brieuc,mairie
https://www.ville-rochefort.fr,Rochefort,rochefort,mairie
https://www.sable-sur-sarthe.fr,Sablé-sur-Sarthe,sable-sur-sarthe,mairie
https://www.lepuyenvelay.fr,Le Puy-en-Velay,le-puy-en-velay,mairie
https://www.montelimar.fr,Montélimar,montelimar,mairie
https://www.anglet.fr,Anglet,anglet,mairie
https://www.flers.fr,Flers,flers,mairie
https://www.tarascon.fr,Tarascon,tarascon,mairie
https://www.cournon-auvergne.fr,Cournon-d'Auvergne,cournon-dauvergne,mairie
https://www.ville-senlis.fr,Senlis,senlis,mairie
https://www.saint-junien.fr,Saint-Junien,saint-junien,mairie
https://www.yvetot.fr,Yvetot,yvetot,mairie
https://www.louviers.fr,Louviers,louviers,mairie
https://www.pontarlier.org,Pontarlier,pontarlier,mairie
https://www.lorgues.fr,Lorgues,lorgues,mairie
https://www.ville-chaumont.fr,Chaumont,chaumont,mairie
https://www.lisieux.fr,Lisieux,lisieux,mairie
https://www.avignon.fr,Avignon,avignon,mairie
https://www.ville-gueret.fr,Guéret,gueret,mairie
https://www.cognac.fr,Cognac,cognac,mairie
https://www.cannes.com,Cannes,cannes,mairie
https://www.calais.fr,Calais,calais,mairie
https://www.blois.fr,Blois,blois,mairie
https://www.larochesuryon.fr,La Roche-sur-Yon,la-roche-sur-yon,mairie
https://www.angouleme.fr,Angoulême,angouleme,mairie
https://www.saint-gaudens.fr,Saint-Gaudens,saint-gaudens,mairie
https://www.vitre.fr,Vitré,vitre,mairie
https://www.mairie-marmande.fr,Marmande,marmande,mairie
https://www.saint-die-des-vosges.fr,Saint-Dié-des-Vosges,saint-die-des-vosges,mairie
https://www.aixlesbains.fr,Aix-les-Bains,aix-les-bains,mairie
https://www.saint-lo.fr,Saint-Lô,saint-lo,mairie
https://www.voiron.fr,Voiron,voiron,mairie
https://www.perros-guirec.com,Perros-Guirec,perros-guirec,mairie
https://www.vitrolles13.fr,Vitrolles,vitrolles,mairie
https://www.biarritz.fr,Biarritz,biarritz,mairie
https://www.mairie-auch.fr,Auch,auch,mairie
https://www.tarbes.fr,Tarbes,tarbes,mairie
https://www.cahors.fr,Cahors,cahors,mairie
https://www.rodez.fr,Rodez,rodez,mairie
https://www.gap.fr,Gap,gap,mairie
https://www.auxerre.fr,Auxerre,auxerre,mairie
https://www.colmar.fr,Colmar,colmar,mairie
https://www.mulhouse.fr,Mulhouse,mulhouse,mairie
https://www.montbeliard.fr,Montbéliard,montbeliard,mairie
https://www.bourg-en-bresse.fr,Bourg-en-Bresse,bourg-en-bresse,mairie
https://www.nevers.fr,Nevers,nevers,mairie
https://www.ville-moulins.fr,Moulins,moulins,mairie
https://www.agen.fr,Agen,agen,mairie
https://www.brive.fr,Brive-la-Gaillarde,brive-la-gaillarde,mairie
https://www.selestat.fr,Sélestat,selestat,mairie
https://www.saverne.fr,Saverne,saverne,mairie
https://www.narbonne.fr,Narbonne,narbonne,mairie
https://www.carcassonne.org,Carcassonne,carcassonne,mairie
https://www.mairie-foix.fr,Foix,foix,mairie
https://www.bergerac.fr,Bergerac,bergerac,mairie
https://www.roquebrune-cap-martin.fr,Roquebrune-Cap-Martin,roquebrune-cap-martin,mairie
https://www.menton.fr,Menton,menton,mairie
https://www.frejus.fr,Fréjus,frejus,mairie
https://www.brignoles.fr,Brignoles,brignoles,mairie
https://www.aubenas.fr,Aubenas,aubenas,mairie
https://www.privas.fr,Privas,privas,mairie
https://www.mende.fr,Mende,mende,mairie
https://www.briancon.fr,Briançon,briancon,mairie
https://www.carpentras.fr,Carpentras,carpentras,mairie
https://www.cavaillon.fr,Cavaillon,cavaillon,mairie
https://www.saintnazaire.fr,Saint-Nazaire,saint-nazaire,mairie
https://www.fougeres.fr,Fougères,fougeres,mairie
https://www.dinan.fr,Dinan,dinan,mairie
https://www.ville-granville.fr,Granville,granville,mairie
https://www.avranches.fr,Avranches,avranches,mairie
https://www.bayeux.fr,Bayeux,bayeux,mairie
https://www.evreux.fr,Évreux,evreux,mairie
https://www.mairie-vernon.fr,Vernon,vernon,mairie
https://www.mairie-elbeuf.fr,Elbeuf,elbeuf,mairie
https://www.fecamp.fr,Fécamp,fecamp,mairie
https://www.arras.fr,Arras,arras,mairie
https://www.maubeuge.fr,Maubeuge,maubeuge,mairie
https://www.valenciennes.fr,Valenciennes,valenciennes,mairie
https://www.saint-quentin.fr,Saint-Quentin,saint-quentin,mairie
https://www.laon.fr,Laon,laon,mairie
https://www.soissons.fr,Soissons,soissons,mairie
https://www.epernay.fr,Épernay,epernay,mairie
https://www.chateauroux.fr,Châteauroux,chateauroux,mairie
https://www.chartres.fr,Chartres,chartres,mairie
https://www.mairie-annonay.fr,Annonay,annonay,mairie
https://www.lourdes-france.com,Lourdes,lourdes,office-tourisme
